id,url,name,description,image,segmentName,genreName,dateTitle,dateSubTitle,streetAddress,addressLocality,addressRegion,postalCode,addressCountry,placeUrl,offer,priceRanges,performers,city
vvG1IZb8xdpPrw,https://www.ticketmaster.com/snapdragon-stadium-tours-san-diego-california-10-28-2024/event/0A006108835A57B2,Snapdragon Stadium Tours,"Snapdragon Stadium Tours | Mon 10/28 | Snapdragon Stadium, San Diego, CA",https://s1.ticketm.net/dam/a/c52/876cd107-22d0-449f-a80d-7cc8d9654c52_RECOMENDATION_16_9.jpg,Miscellaneous,Undefined,28-10-2024,Mon,2101 Stadium Way,San Diego,CA,92108,US,https://www.ticketmaster.com/snapdragon-stadium-tickets-san-diego/venue/82847,"{'offerUrl': 'https://www.ticketmaster.com/snapdragon-stadium-tours-san-diego-california-10-28-2024/event/0A006108835A57B2', 'availabilityStarts': '', 'price': 30, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 30}]","[{'name': 'Snapdragon Stadium Tours', 'url': 'https://www.ticketmaster.com/snapdragon-stadium-tours-tickets/artist/3060631'}]",San Diego
vvG1IZb4Nu854m,https://concerts.livenation.com/fast-lane-access-kurt-travis-not-san-diego-california-10-29-2024/event/0A006158CD40B56E,Fast Lane Access - Kurt Travis - Not a Concert Ticket,"Fast Lane Access - Kurt Travis - Not a Concert Ticket | Tue 10/29 @ 6:00pm | Voodoo Room at the House of Blues San Diego, San Diego, CA",https://s1.ticketm.net/dam/a/72d/33036a53-6621-4e1a-a7eb-7aad5acc872d_898681_RETINA_PORTRAIT_16_9.jpg,Miscellaneous,Undefined,29-10-2024,Tue 6:00pm,1055 5th Avenue,San Diego,CA,92101,US,https://www.ticketmaster.com/voodoo-room-at-the-house-of-blues-san-diego-tickets-san-diego/venue/82846,"{'offerUrl': 'https://concerts.livenation.com/fast-lane-access-kurt-travis-not-san-diego-california-10-29-2024/event/0A006158CD40B56E', 'availabilityStarts': '2024-10-25T19:00:00Z', 'price': 15, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 15}]","[{'name': 'Live Nation Fast Lane', 'url': 'https://www.ticketmaster.com/live-nation-fast-lane-tickets/artist/2461867'}, {'name': 'LN Fast Lane', 'url': 'https://www.ticketmaster.com/ln-fast-lane-tickets/artist/2701838'}]",San Diego
vvG1IZb4NvVD3d,https://concerts.livenation.com/kurt-travis-10-years-of-everything-san-diego-california-10-29-2024/event/0A006158C1D3B483,Kurt Travis 10 years of Everything Is Beautiful ,"Kurt Travis 10 years of Everything Is Beautiful | Tue 10/29 @ 6:00pm | Voodoo Room at the House of Blues San Diego, San Diego, CA",https://s1.ticketm.net/dam/a/32b/71b723a3-f7b7-45e9-9a1c-0c7fc60e832b_RETINA_PORTRAIT_16_9.jpg,Music,Rock,29-10-2024,Tue 6:00pm,1055 5th Avenue,San Diego,CA,92101,US,https://www.ticketmaster.com/voodoo-room-at-the-house-of-blues-san-diego-tickets-san-diego/venue/82846,"{'offerUrl': 'https://concerts.livenation.com/kurt-travis-10-years-of-everything-san-diego-california-10-29-2024/event/0A006158C1D3B483', 'availabilityStarts': '2024-10-25T19:00:00Z', 'price': 25, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 25}]","[{'name': 'Kurt Travis', 'url': 'https://www.ticketmaster.com/kurt-travis-tickets/artist/1696800'}, {'name': 'Geoff Rickly', 'url': 'https://www.ticketmaster.com/geoff-rickly-tickets/artist/1807852'}, {'name': 'Dwellings', 'url': 'https://www.ticketmaster.com/dwellings-tickets/artist/2740352'}, {'name': 'Predisposed', 'url': 'https://www.ticketmaster.com/predisposed-tickets/artist/2971735'}]",San Diego
vvG1IZb2B_MwpS,https://concerts.livenation.com/sleepy-hallow-sheff-g-dont-sleep-san-diego-california-10-29-2024/event/0A0060FE99DF25B3,Sleepy Hallow & Sheff G: Don't Sleep While It's Lit Tour,"Sleepy Hallow & Sheff G: Don't Sleep While It's Lit Tour | Tue 10/29 @ 7:00pm | House of Blues San Diego, San Diego, CA",https://s1.ticketm.net/dam/a/316/6e426af8-4300-41e0-9c85-c3781bbea316_1528621_RECOMENDATION_16_9.jpg,Music,Hip-Hop/Rap,29-10-2024,Tue 7:00pm,1055 5th Avenue,San Diego,CA,92101,US,https://www.ticketmaster.com/house-of-blues-san-diego-tickets-san-diego/venue/82551,"{'offerUrl': 'https://concerts.livenation.com/sleepy-hallow-sheff-g-dont-sleep-san-diego-california-10-29-2024/event/0A0060FE99DF25B3', 'availabilityStarts': '2024-08-07T17:00:00Z', 'price': 52.5, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 52.5}]","[{'name': 'Sleepy Hallow', 'url': 'https://www.ticketmaster.com/sleepy-hallow-tickets/artist/2820264'}, {'name': 'Sheff G', 'url': 'https://www.ticketmaster.com/sheff-g-tickets/artist/2597347'}]",San Diego
vvG1IZb2Dp2Vbp,https://concerts.livenation.com/fast-lane-access-sleepy-hallow-sheff-san-diego-california-10-29-2024/event/0A0060FED63F4616,Fast Lane Access - Sleepy Hallow & Sheff G - Not A Concert Ticket,"Fast Lane Access - Sleepy Hallow & Sheff G - Not A Concert Ticket | Tue 10/29 @ 7:00pm | House of Blues San Diego, San Diego, CA",https://s1.ticketm.net/dam/a/72d/33036a53-6621-4e1a-a7eb-7aad5acc872d_898681_RETINA_PORTRAIT_16_9.jpg,Miscellaneous,Undefined,29-10-2024,Tue 7:00pm,1055 5th Avenue,San Diego,CA,92101,US,https://www.ticketmaster.com/house-of-blues-san-diego-tickets-san-diego/venue/82551,"{'offerUrl': 'https://concerts.livenation.com/fast-lane-access-sleepy-hallow-sheff-san-diego-california-10-29-2024/event/0A0060FED63F4616', 'availabilityStarts': '2024-08-07T17:00:00Z', 'price': 25, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 25}]","[{'name': 'Live Nation Fast Lane', 'url': 'https://www.ticketmaster.com/live-nation-fast-lane-tickets/artist/2461867'}, {'name': 'LN Fast Lane', 'url': 'https://www.ticketmaster.com/ln-fast-lane-tickets/artist/2701838'}]",San Diego
vvG10ZbC2BgJWi,https://concerts.livenation.com/premier-parking-the-crane-wives-not-santa-ana-california-10-29-2024/event/090060E3FAD66F6C,Premier Parking - The Crane Wives - Not A Concert Ticket,"Premier Parking - The Crane Wives - Not A Concert Ticket | Tue 10/29 @ 7:00pm | The Observatory, Santa Ana, CA",https://s1.ticketm.net/dam/a/8e4/5748bfe8-9dee-46e2-a8c6-9f44ee52b8e4_1200441_RECOMENDATION_16_9.jpg,Miscellaneous,Undefined,29-10-2024,Tue 7:00pm,3503 S. Harbor Blvd.,Santa Ana,CA,92704,US,https://www.ticketmaster.com/the-observatory-tickets-santa-ana/venue/73867,"{'offerUrl': 'https://concerts.livenation.com/premier-parking-the-crane-wives-not-santa-ana-california-10-29-2024/event/090060E3FAD66F6C', 'availabilityStarts': '2024-07-09T17:00:00Z', 'price': 10, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 10}]","[{'name': 'Live Nation Premier Parking', 'url': 'https://www.ticketmaster.com/live-nation-premier-parking-tickets/artist/2461863'}, {'name': 'LN Parking', 'url': 'https://www.ticketmaster.com/ln-parking-tickets/artist/2701831'}]",San Diego
vvG10ZbC2DfJWy,https://concerts.livenation.com/fast-lane-access-the-crane-wives-santa-ana-california-10-29-2024/event/090060E3FB526F79,Fast Lane Access - The Crane Wives - Not a Concert Ticket,"Fast Lane Access - The Crane Wives - Not a Concert Ticket | Tue 10/29 @ 7:00pm | The Observatory, Santa Ana, CA",https://s1.ticketm.net/dam/a/72d/33036a53-6621-4e1a-a7eb-7aad5acc872d_898681_RETINA_PORTRAIT_16_9.jpg,Miscellaneous,Undefined,29-10-2024,Tue 7:00pm,3503 S. Harbor Blvd.,Santa Ana,CA,92704,US,https://www.ticketmaster.com/the-observatory-tickets-santa-ana/venue/73867,"{'offerUrl': 'https://concerts.livenation.com/fast-lane-access-the-crane-wives-santa-ana-california-10-29-2024/event/090060E3FB526F79', 'availabilityStarts': '2024-07-09T17:00:00Z', 'price': 20, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 20}]","[{'name': 'Live Nation Fast Lane', 'url': 'https://www.ticketmaster.com/live-nation-fast-lane-tickets/artist/2461867'}, {'name': 'LN Fast Lane', 'url': 'https://www.ticketmaster.com/ln-fast-lane-tickets/artist/2701838'}]",San Diego
vvG10ZbC5Nc7rJ,https://concerts.livenation.com/the-crane-wives-beyond-beyond-beyond-santa-ana-california-10-29-2024/event/090060E2E3B447A6,The Crane Wives - Beyond  Beyond Beyond Tour,"The Crane Wives - Beyond  Beyond Beyond Tour | Tue 10/29 @ 7:00pm | The Observatory, Santa Ana, CA",https://s1.ticketm.net/dam/a/0c8/e5616565-0e35-4274-aeaa-9ce528d090c8_RECOMENDATION_16_9.jpg,Music,Rock,29-10-2024,Tue 7:00pm,3503 S. Harbor Blvd.,Santa Ana,CA,92704,US,https://www.ticketmaster.com/the-observatory-tickets-santa-ana/venue/73867,"{'offerUrl': 'https://concerts.livenation.com/the-crane-wives-beyond-beyond-beyond-santa-ana-california-10-29-2024/event/090060E2E3B447A6', 'availabilityStarts': '2024-07-12T17:00:00Z', 'price': 27, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 27}]","[{'name': 'The Crane Wives', 'url': 'https://www.ticketmaster.com/the-crane-wives-tickets/artist/1659317'}, {'name': 'Rett Madison', 'url': 'https://www.ticketmaster.com/rett-madison-tickets/artist/2688806'}]",San Diego
LvZ18_I3lpFzxqYZv07GZ,https://www.universe.com/events/drag-show-tuesday-drag-showcase-at-mary-s-long-beach-location-tickets-5SX7ZN?ref=ticketmaster,Drag Show: “Tuesday Drag Showcase” at Mary’s Long Beach Location,"Drag Show: “Tuesday Drag Showcase” at Mary’s Long Beach Location | Tue 10/29 @ 7:00pm | Hamburger Mary's - Long Beach, Long Beach, CA",https://s1.ticketm.net/dam/c/2db/d6726400-e873-433e-abbf-4d43eb78d2db_105941_RETINA_PORTRAIT_16_9.jpg,Arts & Theatre,Performance Art,29-10-2024,Tue 7:00pm,330 Pine Avenue,Long Beach,CA,90802,US,https://www.ticketmaster.com/hamburger-marys-long-beach-tickets-long-beach/venue/74851,"{'offerUrl': 'https://www.universe.com/events/drag-show-tuesday-drag-showcase-at-mary-s-long-beach-location-tickets-5SX7ZN?ref=ticketmaster', 'availabilityStarts': '2024-04-26T23:42:00Z', 'price': None, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': None}]","[{'name': ""Hamburger Mary's"", 'url': 'https://www.ticketmaster.com/hamburger-marys-tickets/artist/3132064'}, {'name': ""Hamburger Mary's - Mary's Drag Showcase"", 'url': 'https://www.ticketmaster.com/hamburger-marys-marys-drag-showcase-tickets/artist/3159498'}]",San Diego
vvG1IZbe9K_xg6,https://www.ticketmaster.com/croce-plays-croce-san-diego-california-10-29-2024/event/0A006025D3662D47,Croce Plays Croce,"Croce Plays Croce | Tue 10/29 @ 7:30pm | Humphreys Concerts By the Bay, San Diego, CA",https://s1.ticketm.net/dam/a/ab5/15eff04a-1294-4a86-91c0-c8f2d43c3ab5_RETINA_PORTRAIT_16_9.jpg,Music,Rock,29-10-2024,Tue 7:30pm,2241 Shelter Island Dr.,San Diego,CA,92106,US,https://www.ticketmaster.com/humphreys-concerts-by-the-bay-tickets-san-diego/venue/81964,"{'offerUrl': 'https://www.ticketmaster.com/croce-plays-croce-san-diego-california-10-29-2024/event/0A006025D3662D47', 'availabilityStarts': '2024-01-19T18:00:00Z', 'price': None, 'priceCurrency': None}",[],"[{'name': 'A.J. Croce', 'url': 'https://www.ticketmaster.com/aj-croce-tickets/artist/850504'}]",San Diego
rZ7HnEZ1AKQoud,https://www.ticketweb.com/event/tycho-the-sound-tickets/13691343,Tycho,"Tycho | Tue 10/29 @ 8:00pm | The Sound, Del Mar, CA",https://s1.ticketm.net/dam/a/9b0/0fde8b33-0d6f-403f-97d2-ca5ec8ae69b0_RETINA_PORTRAIT_16_9.jpg,Music,Dance/Electronic,29-10-2024,Tue 8:00pm,2260 Jimmy Durante Boulevard,Del Mar,CA,92014,US,https://www.ticketweb.com/venue/the-sound-del-mar-ca/521045,"{'offerUrl': 'https://www.ticketweb.com/event/tycho-the-sound-tickets/13691343', 'availabilityStarts': '2024-06-26T17:00:00Z', 'price': None, 'priceCurrency': None}",[],"[{'name': 'Tycho', 'url': 'https://www.ticketmaster.com/tycho-tickets/artist/1624535'}]",San Diego
vvG1IZbGBVK4CC,https://www.ticketmaster.com/tycho-infinite-health-tour-del-mar-california-10-29-2024/event/0A0060CEB44D538E,Tycho - Infinite Health Tour,"Tycho - Infinite Health Tour | Tue 10/29 @ 8:00pm | The Sound, Del Mar, CA",https://s1.ticketm.net/dam/a/9b0/0fde8b33-0d6f-403f-97d2-ca5ec8ae69b0_RETINA_PORTRAIT_16_9.jpg,Music,Other,29-10-2024,Tue 8:00pm,2260 Jimmy Durante Blvd,Del Mar,CA,92014,US,https://www.ticketmaster.com/the-sound-tickets-del-mar/venue/82851,"{'offerUrl': 'https://www.ticketmaster.com/tycho-infinite-health-tour-del-mar-california-10-29-2024/event/0A0060CEB44D538E', 'availabilityStarts': '2024-06-28T17:00:00Z', 'price': 45, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 45}]","[{'name': 'Tycho', 'url': 'https://www.ticketmaster.com/tycho-tickets/artist/1624535'}, {'name': 'Brijean', 'url': 'https://www.ticketmaster.com/brijean-tickets/artist/2789451'}]",San Diego
vvG1IZbuK6BfCz,https://www.ticketmaster.com/tycho-premium-parking-del-mar-california-10-29-2024/event/0A0060D4C7E943B8,Tycho Premium Parking,"Tycho Premium Parking | Tue 10/29 @ 8:00pm | The Sound, Del Mar, CA",https://s1.ticketm.net/dam/c/03e/e15ef00f-2c87-4421-ae61-d740851a703e_105891_RECOMENDATION_16_9.jpg,Miscellaneous,Undefined,29-10-2024,Tue 8:00pm,2260 Jimmy Durante Blvd,Del Mar,CA,92014,US,https://www.ticketmaster.com/the-sound-tickets-del-mar/venue/82851,"{'offerUrl': 'https://www.ticketmaster.com/tycho-premium-parking-del-mar-california-10-29-2024/event/0A0060D4C7E943B8', 'availabilityStarts': '2024-06-20T23:02:00Z', 'price': 30, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 30}]","[{'name': 'The Sound Premium Parking', 'url': 'https://www.ticketmaster.com/the-sound-premium-parking-tickets/artist/2959011'}]",San Diego
rZ7HnEZ1AK4IF0,https://www.ticketweb.com/event/aimee-mann-jonathan-coulton-belly-up-tickets/13568224,"Aimee Mann, Jonathan Coulton","Aimee Mann, Jonathan Coulton | Tue 10/29 @ 8:00pm | Belly Up, Solana Beach, CA",https://s1.ticketm.net/dam/a/531/4dc6c858-fddf-433a-9bd5-3cfc5f0da531_RECOMENDATION_16_9.jpg,Music,Rock,29-10-2024,Tue 8:00pm,143 S. Cedros Ave,Solana Beach,CA,92075,US,https://www.ticketweb.com/venue/belly-up-solana-beach-ca/432305,"{'offerUrl': 'https://www.ticketweb.com/event/aimee-mann-jonathan-coulton-belly-up-tickets/13568224', 'availabilityStarts': '2024-06-11T17:00:00Z', 'price': 0, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 0}]","[{'name': 'Aimee Mann', 'url': 'https://www.ticketmaster.com/aimee-mann-tickets/artist/762729'}, {'name': 'Jonathan Coulton', 'url': 'https://www.ticketmaster.com/jonathan-coulton-tickets/artist/1165320'}]",San Diego
vvG1IZb8xdbPry,https://www.ticketmaster.com/snapdragon-stadium-tours-san-diego-california-10-30-2024/event/0A006108836257B9,Snapdragon Stadium Tours,"Snapdragon Stadium Tours | Wed 10/30 | Snapdragon Stadium, San Diego, CA",https://s1.ticketm.net/dam/a/c52/876cd107-22d0-449f-a80d-7cc8d9654c52_RECOMENDATION_16_9.jpg,Miscellaneous,Undefined,30-10-2024,Wed,2101 Stadium Way,San Diego,CA,92108,US,https://www.ticketmaster.com/snapdragon-stadium-tickets-san-diego/venue/82847,"{'offerUrl': 'https://www.ticketmaster.com/snapdragon-stadium-tours-san-diego-california-10-30-2024/event/0A006108836257B9', 'availabilityStarts': '', 'price': 30, 'priceCurrency': 'USD'}","[{'currency': 'USD', 'min': 30}]","[{'name': 'Snapdragon Stadium Tours', 'url': 'https://www.ticketmaster.com/snapdragon-stadium-tours-tickets/artist/3060631'}]",San Diego
