subcategory_1,subcategory_2,similarity
Boat Tours,Eco Tours,0.5600802898406982
Canyons,Zoos,0.5597014427185059
Helicopter Tours,Multi-day Tours,0.5596044063568115
Lighthouses,Tramways,0.5588655471801758
Beer Tastings & Tours,Kayaking & Canoeing,0.5586499571800232
Distillery Tours,Factory Tours,0.558390736579895
Hiking & Camping Tours,River Rafting & Tubing,0.5579850673675537
Military Museums,Specialty Museums,0.5575520992279053
Eco Tours,Private Tours,0.5567785501480103
Lighthouses,Playgrounds,0.5564496517181396
Beer Tastings & Tours,Bike Tours,0.5559602379798889
"Bar, Club & Pub Tours",Distillery Tours,0.5546512603759766
Gear Rentals,Lighthouses,0.5542577505111694
Cross-country Ski Areas,Ski & Snow Tours,0.5541176795959473
Air Tours,Bus Tours,0.5540837049484253
Private Tours,Self-Guided Tours & Rentals,0.5538129210472107
Horseback Riding Tours,Ski & Snow Tours,0.5537339448928833
Lighthouses,Piers & Boardwalks,0.5530374646186829
Fishing Charters & Tours,River Rafting & Tubing,0.5527200102806091
Movie & TV Tours,Night Tours,0.5524054169654846
Equestrian Trails,Rides & Activities,0.5518167614936829
Historic Sites,Historic Walking Areas,0.5518044233322144
"Bar, Club & Pub Tours",Wine Bars,0.5513602495193481
Gardens,Parks,0.5506670475006104
Architectural Buildings,Government Buildings,0.5504918098449707
Breweries,Zoos,0.5503731369972229
Factory Tours,Photography Tours,0.5501179695129395
Cultural Tours,Private Tours,0.5499674081802368
Churches & Cathedrals,Monuments & Statues,0.549765944480896
Dinner Theaters,Movie Theaters,0.5497110486030579
Eco Tours,Horseback Riding Tours,0.5494727492332458
Distillery Tours,Rail Tours,0.5493659973144531
Bus Tours,Photography Tours,0.5487444996833801
Hiking & Camping Tours,Ski & Snow Tours,0.5476301312446594
Health/Fitness Clubs & Gyms,Sports Camps & Clinics,0.5475493669509888
Bike Tours,Private Tours,0.5465636849403381
City Tours,Scenic Walking Areas,0.5459133982658386
Climbing Tours,Private Tours,0.5456637144088745
Fishing Charters & Tours,Historical & Heritage Tours,0.545545756816864
Sports Complexes,Theme Parks,0.545394778251648
Boat Tours,Private Tours,0.5452501177787781
Hiking & Camping Tours,Nature & Wildlife Tours,0.5450913310050964
Hop-On Hop-Off Tours,Multi-day Tours,0.5448540449142456
Rail Tours,Ski & Snow Tours,0.5439449548721313
Ghost & Vampire Tours,Ski & Snow Tours,0.5439158082008362
Climbing Tours,Cultural Tours,0.5436588525772095
Canyons,Lookouts,0.5430369973182678
Science Museums,Water Parks,0.5428121089935303
Cultural Tours,Food Tours,0.5425328612327576
National Parks,Parks,0.5414901375770569
Sporting Events,Water Sports,0.5412033200263977
Multi-day Tours,Private Tours,0.5409942865371704
Cultural Tours,Wine Tours & Tastings,0.54050213098526
Ghost & Vampire Tours,Hiking & Camping Tours,0.5403620004653931
Boat Tours,Sightseeing Tours,0.5402810573577881
Eco Tours,Walking Tours,0.5402179956436157
Climbing Tours,Walking Tours,0.5401591062545776
Playgrounds,Spas,0.5387145280838013
Adrenaline & Extreme Tours,Ghost & Vampire Tours,0.5386021137237549
Ghost & Vampire Tours,River Rafting & Tubing,0.5384824872016907
Kayaking & Canoeing,Ski & Snowboard Areas,0.5382486581802368
Caverns & Caves,Scuba & Snorkeling,0.537873387336731
Beach & Pool Clubs,Jazz Clubs & Bars,0.5378279685974121
Caverns & Caves,Zipline & Aerial Adventure Parks,0.537474513053894
Helicopter Tours,Self-Guided Tours & Rentals,0.5370950102806091
Children's Museums,History Museums,0.5367997884750366
Hop-On Hop-Off Tours,Rides & Activities,0.536676287651062
Gear Rentals,Taxis & Shuttles,0.5366650819778442
Food Tours,Wine Tours & Tastings,0.5364782810211182
Climbing Tours,Hop-On Hop-Off Tours,0.5361083149909973
Photography Tours,Wine Tours & Tastings,0.5359835624694824
Private Tours,Segway Tours,0.5358859300613403
Private Tours,Sightseeing Tours,0.5358598232269287
Horseback Riding Tours,Photography Tours,0.5358374118804932
Gift & Specialty Shops,Specialty Museums,0.5357339382171631
Fishing Charters & Tours,Scuba & Snorkeling,0.5351232290267944
Self-Guided Tours & Rentals,Ski & Snow Tours,0.5348267555236816
Multi-day Tours,Night Tours,0.5347665548324585
Hiking & Camping Tours,Sightseeing Tours,0.5342447757720947
Parks,Spas,0.5339959859848022
Historic Walking Areas,Historical & Heritage Tours,0.5338690280914307
Scenic Drives,Wine Tours & Tastings,0.5338571071624756
Hiking & Camping Tours,Scenic Walking Areas,0.5336860418319702
Cultural Tours,"Literary, Art & Music Tours",0.5331717729568481
Scenic Drives,Scenic Walking Areas,0.5329867601394653
Breweries,Lighthouses,0.532916784286499
Speed Boats Tours,Submarine Tours,0.5328778028488159
Kayaking & Canoeing,Ski & Snow Tours,0.5324572920799255
Lookouts,Spas,0.5319405794143677
"Bar, Club & Pub Tours",Beach & Pool Clubs,0.5302618145942688
Breweries,Spas,0.5299882292747498
Multi-day Tours,Rail Tours,0.5293326377868652
Climbing Tours,Self-Guided Tours & Rentals,0.5286274552345276
Archaeology Tours,Submarine Tours,0.528570294380188
Bus Tours,Ski & Snow Tours,0.5285319685935974
Marinas,Tramways,0.5280345678329468
Cross-country Ski Areas,Off-Road & ATV Trails,0.5279212594032288
Cultural Tours,Historical & Heritage Tours,0.5277417898178101
Boat Tours,Walking Tours,0.527535617351532
Beer Tastings & Tours,Historical & Heritage Tours,0.5275223851203918
Archaeology Tours,Exhibitions,0.5272452235221863
Canyoning & Rappelling Tours,Ski & Snow Tours,0.5271398425102234
Railways,Scenic Railroads,0.5267553329467773
Beer Tastings & Tours,Photography Tours,0.5265087485313416
Hop-On Hop-Off Tours,Rail Tours,0.526504635810852
Adrenaline & Extreme Tours,Air Tours,0.5264616012573242
Shark Diving,Swim with Dolphins,0.5264478325843811
"Bar, Club & Pub Tours",Health/Fitness Clubs & Gyms,0.5261679291725159
Children's Museums,Specialty Museums,0.5259801745414734
Air Tours,Ski & Snow Tours,0.5256137251853943
Hiking & Camping Tours,Walking Tours,0.5253806114196777
Cross-country Ski Areas,Ski & Snowboard Areas,0.5252075791358948
Gear Rentals,Wine Tours & Tastings,0.5249842405319214
Canyons,Spas,0.5247706174850464
Climbing Tours,Horseback Riding Tours,0.5247704386711121
Health/Fitness Clubs & Gyms,Jazz Clubs & Bars,0.5246712565422058
Beer Tastings & Tours,Bus Tours,0.5246520042419434
Cultural Tours,Distillery Tours,0.5245681405067444
Eco Tours,Water Parks,0.5243936777114868
"Bar, Club & Pub Tours",Photography Tours,0.5241924524307251
Bike Tours,Boat Tours,0.5240375995635986
"Bar, Club & Pub Tours",Hiking & Camping Tours,0.5239299535751343
Boat Tours,Fishing Charters & Tours,0.5234970450401306
Wine Bars,Wine Tours & Tastings,0.5233312845230103
Hop-On Hop-Off Tours,Segway Tours,0.5230395793914795
Bike Tours,Gear Rentals,0.5228587985038757
Multi-day Tours,Ski & Snow Tours,0.5227381587028503
Helicopter Tours,Horseback Riding Tours,0.5226941704750061
Cultural Tours,Rail Tours,0.5222857594490051
Off-Road & ATV Trails,Rides & Activities,0.5222833156585693
Bike Tours,Multi-day Tours,0.5221187472343445
Movie & TV Tours,Self-Guided Tours & Rentals,0.5217673182487488
Boat Rentals,Lighthouses,0.5214536190032959
Gardens,Zoos,0.5213777422904968
Horseback Riding Tours,Walking Tours,0.520880937576294
"4WD, ATV & Off-Road Tours",Ski & Snow Tours,0.5205124616622925
Breweries,Forests,0.5199100375175476
Farms,Other Ranches & Farms,0.5197198390960693
Food Tours,Water Parks,0.5195643901824951
"Bar, Club & Pub Tours",Bus Tours,0.5195012092590332
Private Tours,Rail Tours,0.5193414092063904
Disney Parks & Activities,Observatories & Planetariums,0.5191941857337952
Air Tours,City Tours,0.5191143751144409
Archaeology Tours,Cultural Tours,0.5187637805938721
Nature & Wildlife Tours,Sightseeing Tours,0.5185331106185913
Cultural Tours,Natural History Museums,0.5183336734771729
Canyons,Neighborhoods,0.518291711807251
Room Escape Games,Water Parks,0.5180889368057251
Water Parks,Water Sports,0.5178006887435913
History Museums,Military Museums,0.5176470875740051
Climbing Tours,Night Tours,0.5174789428710938
Boat Rentals,Fishing Charters & Tours,0.5171324014663696
Aquariums,Tramways,0.5166724920272827
Rail Tours,Segway Tours,0.5166109800338745
Photography Tours,Walking Tours,0.5162514448165894
Distillery Tours,Self-Guided Tours & Rentals,0.5160970091819763
Hiking & Camping Tours,Jogging Paths & Tracks,0.516028106212616
Lookouts,Parks,0.5159876942634583
Marinas,Playgrounds,0.5156385898590088
Air Tours,Ghost & Vampire Tours,0.5153058767318726
Sporting Events,Sports Complexes,0.515191376209259
Boat Rentals,Kayaking & Canoeing,0.5151841640472412
"Literary, Art & Music Tours",Photography Tours,0.5147401094436646
Scuba & Snorkeling,Wine Tours & Tastings,0.5144845247268677
City Tours,Wine Tours & Tastings,0.514380156993866
Marinas,Scuba & Snorkeling,0.5142990350723267
Hiking & Camping Tours,Lessons & Workshops,0.5142155885696411
Historic Walking Areas,Scenic Walking Areas,0.5139026045799255
Beer Tastings & Tours,Food Tours,0.5137302279472351
Factory Tours,Private Tours,0.5136752128601074
Fishing Charters & Tours,Food Tours,0.5135241150856018
Ghost & Vampire Tours,Historical & Heritage Tours,0.5134682655334473
Duck Tours,Helicopter Tours,0.5131675004959106
"4WD, ATV & Off-Road Tours",Gear Rentals,0.5130509734153748
Concerts,Performances,0.5128812789916992
Beer Tastings & Tours,Breweries,0.5128725171089172
Bike Tours,Fishing Charters & Tours,0.5127959847450256
Rail Tours,Walking Tours,0.5126610994338989
Aquariums,Breweries,0.5125705003738403
Air Tours,Cultural Tours,0.5123735666275024
Multi-day Tours,Sightseeing Tours,0.5122156739234924
Hop-On Hop-Off Tours,Walking Tours,0.512001097202301
Fishing Charters & Tours,Gear Rentals,0.5117756128311157
Bus Tours,Rail Tours,0.5114234685897827
Beer Tastings & Tours,Marinas,0.5111094117164612
Gear Rentals,Ghost & Vampire Tours,0.5110141634941101
Horseback Riding Tours,Wine Tours & Tastings,0.5108392834663391
Food Tours,Horseback Riding Tours,0.5107712745666504
Ski & Snow Tours,Zipline & Aerial Adventure Parks,0.5106164813041687
Distillery Tours,Helicopter Tours,0.5104813575744629
Aquariums,Gardens,0.5103620886802673
Bars & Clubs,Nature & Wildlife Areas,0.5101277828216553
Gear Rentals,Hiking & Camping Tours,0.5100942254066467
Parks,Room Escape Games,0.5097891092300415
Hiking & Camping Tours,Zipline & Aerial Adventure Parks,0.5097858309745789
Visitor Centers,Water Parks,0.5097477436065674
Helicopter Tours,Private Tours,0.5095046758651733
Canyoning & Rappelling Tours,Hop-On Hop-Off Tours,0.5094549059867859
Hiking Trails,Nature & Wildlife Areas,0.5094401836395264
Air Tours,Walking Tours,0.5093467235565186
Cultural Events,Cultural Tours,0.5091357231140137
Comedy Clubs,Jazz Clubs & Bars,0.5083101391792297
Bus Tours,Climbing Tours,0.50821852684021
Cultural Tours,Helicopter Tours,0.5082184672355652
Lookouts,Marinas,0.5080189108848572
Boat Tours,Submarine Tours,0.5079955458641052
Multi-day Tours,Segway Tours,0.5079558491706848
Climbing Tours,Movie & TV Tours,0.5073768496513367
Breweries,Parks,0.5073580145835876
Government Buildings,Lighthouses,0.5071094036102295
Caverns & Caves,Playgrounds,0.5068106651306152
Historical & Heritage Tours,Nature & Wildlife Tours,0.5067998766899109
Water Parks,Zoos,0.5065280199050903
Jogging Paths & Tracks,Wine Tours & Tastings,0.5064789652824402
Military Museums,Natural History Museums,0.5064683556556702
Lookouts,Neighborhoods,0.5064034461975098
Movie & TV Tours,Rail Tours,0.5063599944114685
Archaeology Tours,Climbing Tours,0.506205677986145
Multi-day Tours,Self-Guided Tours & Rentals,0.505994975566864
Horse Tracks,Railways,0.505748450756073
Disney Parks & Activities,Water Parks,0.5057119131088257
"4WD, ATV & Off-Road Tours",Scenic Drives,0.505669116973877
Caverns & Caves,Wine Tours & Tastings,0.5056135654449463
Air Tours,Hop-On Hop-Off Tours,0.5055510997772217
Bus Tours,Helicopter Tours,0.5053961277008057
Boat Tours,Wine Tours & Tastings,0.505294919013977
Bus Tours,Gear Rentals,0.5052409172058105
Boat Rentals,Wine Tours & Tastings,0.505192220211029
Historic Sites,History Museums,0.5051647424697876
Concerts,Cultural Tours,0.5047887563705444
Caverns & Caves,Disney Parks & Activities,0.5046769976615906
Movie & TV Tours,Submarine Tours,0.5042586922645569
Bridges,Gear Rentals,0.5040062665939331
Scenic Railroads,Scenic Walking Areas,0.503821074962616
Children's Museums,Natural History Museums,0.5037047266960144
Private Tours,Wine Tours & Tastings,0.5035173296928406
"Bar, Club & Pub Tours",Food Tours,0.5034590363502502
Architectural Buildings,Art Galleries,0.5034182667732239
Canyons,Mountains,0.5032115578651428
Boat Rentals,Tramways,0.5027004480361938
Biking Trails,Rides & Activities,0.5024980902671814
Art Galleries,Parks,0.5024614930152893
"Bar, Club & Pub Tours",Private Tours,0.5021629929542542
Gear Rentals,Piers & Boardwalks,0.5020021796226501
Breweries,Canyons,0.5019906759262085
Caverns & Caves,Hiking & Camping Tours,0.5016738772392273
Caverns & Caves,Observatories & Planetariums,0.5016472935676575
Hiking & Camping Tours,Nature & Wildlife Areas,0.5013537406921387
Playgrounds,Ski & Snowboard Areas,0.5012375116348267
Adrenaline & Extreme Tours,Beer Tastings & Tours,0.5011575222015381
Sightseeing Tours,Zoos,0.5008828639984131
Cultural Tours,Walking Tours,0.5008735656738281
City Tours,Photography Tours,0.500857949256897
Casinos,Marinas,0.5006102323532104
Photography Tours,Sightseeing Tours,0.500156044960022
Gear Rentals,Lookouts,0.49991095066070557
Food Tours,Hiking & Camping Tours,0.4997853636741638
Disney Parks & Activities,River Rafting & Tubing,0.4994354248046875
Bike Tours,Ghost & Vampire Tours,0.49940362572669983
Canyons,Ski & Snowboard Areas,0.4993554651737213
"Bar, Club & Pub Tours",Self-Guided Tours & Rentals,0.49905720353126526
Boat Tours,Cultural Tours,0.4990527629852295
Scenic Walking Areas,Water Parks,0.49901074171066284
Gear Rentals,Ski & Snow Tours,0.4989621341228485
Food Tours,Photography Tours,0.49877575039863586
Art Galleries,Sightseeing Tours,0.4980449080467224
Parks,Theaters,0.49799591302871704
Gear Rentals,Zipline & Aerial Adventure Parks,0.4979555606842041
Helicopter Tours,Segway Tours,0.49709218740463257
Cultural Tours,Movie & TV Tours,0.49705779552459717
Beer Tastings & Tours,Cultural Tours,0.4965434670448303
Rail Tours,Speed Boats Tours,0.49650487303733826
"Bar, Club & Pub Tours",Factory Tours,0.496371865272522
Climbing Tours,Segway Tours,0.49632203578948975
Beer Tastings & Tours,Helicopter Tours,0.4959750175476074
Gear Rentals,Scuba & Snorkeling,0.4959588050842285
Night Tours,Self-Guided Tours & Rentals,0.4959286153316498
Multi-day Tours,Wine Tours & Tastings,0.49582481384277344
Factory Tours,Segway Tours,0.4955798089504242
Hiking & Camping Tours,Ski & Snowboard Areas,0.4954582154750824
Wine Tours & Tastings,Zipline & Aerial Adventure Parks,0.4954186975955963
Flea & Street Markets,Gear Rentals,0.4954124689102173
Bars & Clubs,Hiking & Camping Tours,0.49538835883140564
Antique Stores,Natural History Museums,0.49482083320617676
Jogging Paths & Tracks,Kayaking & Canoeing,0.4947926998138428
Gear Rentals,Ski & Snowboard Areas,0.49477747082710266
Sports Complexes,Water Parks,0.4935011863708496
Caverns & Caves,River Rafting & Tubing,0.4934484362602234
Caverns & Caves,Lighthouses,0.4934036135673523
Beach & Pool Clubs,Beaches,0.4933180809020996
Cigar Bars,Jazz Clubs & Bars,0.4931841790676117
Nature & Wildlife Areas,Zoos,0.4930573105812073
Fishing Charters & Tours,Horseback Riding Tours,0.49292075634002686
Night Tours,Segway Tours,0.49283701181411743
Biking Trails,Ski & Snowboard Areas,0.49278801679611206
Caverns & Caves,Gear Rentals,0.4925668239593506
"4WD, ATV & Off-Road Tours",Hiking & Camping Tours,0.4924454092979431
Historical & Heritage Tours,Monuments & Statues,0.49227702617645264
Air Tours,Horseback Riding Tours,0.4920041561126709
Cultural Events,Food & Drink Festivals,0.49186402559280396
Archaeology Tours,Photography Tours,0.4918040633201599
Historic Sites,Historical & Heritage Tours,0.4917874038219452
Bike Tours,Rail Tours,0.491775244474411
Adrenaline & Extreme Tours,Climbing Tours,0.491751492023468
Auto Race Tracks,Horse Tracks,0.4916766285896301
"Literary, Art & Music Tours",Night Tours,0.49166858196258545
Exhibitions,Movie & TV Tours,0.4912906289100647
Cultural Tours,Multi-day Tours,0.49126526713371277
"Bar, Club & Pub Tours",Comedy Clubs,0.4907980263233185
Hiking & Camping Tours,Multi-day Tours,0.4907466173171997
Historical & Heritage Tours,History Museums,0.4905633330345154
Castles,Libraries,0.4904002845287323
Ski & Snowboard Areas,Tramways,0.4903022050857544
Horse Tracks,Horseback Riding Tours,0.4901183843612671
Breweries,State Parks,0.49001944065093994
Bike Tours,Hiking & Camping Tours,0.489788293838501
Bus Tours,Segway Tours,0.489498496055603
"4WD, ATV & Off-Road Tours",Off-Road & ATV Trails,0.48947829008102417
Other Food & Drink,Other Fun & Games,0.48942887783050537
Breweries,Water Parks,0.4893921911716461
Distillery Tours,Private Tours,0.48926007747650146
Helicopter Tours,Rail Tours,0.48922789096832275
Canyoning & Rappelling Tours,Helicopter Tours,0.4891570210456848
Hiking & Camping Tours,Photography Tours,0.48915034532546997
Lookouts,Tramways,0.4891357421875
Historical & Heritage Tours,Observatories & Planetariums,0.4890114665031433
City Tours,Water Parks,0.48865723609924316
Air Tours,Food Tours,0.4885568916797638
Canyons,Gear Rentals,0.48830050230026245
Beer Tastings & Tours,Climbing Tours,0.4876999855041504
Jazz Clubs & Bars,Wine Bars,0.4872550964355469
Churches & Cathedrals,Nature & Wildlife Areas,0.487199604511261
Breweries,Gardens,0.4870738983154297
"Bar, Club & Pub Tours",Rail Tours,0.4869900345802307
Antique Stores,Science Museums,0.48672378063201904
Other Fun & Games,Other Outdoor Activities,0.48668211698532104
Hop-On Hop-Off Tours,Self-Guided Tours & Rentals,0.48656171560287476
Wine Bars,Wineries & Vineyards,0.4864825904369354
Fishing Charters & Tours,Piers & Boardwalks,0.4859597086906433
Distillery Tours,Night Tours,0.4859236478805542
Aquariums,Scuba & Snorkeling,0.48576200008392334
Canyons,Tramways,0.4856303930282593
Children's Museums,Zoos,0.4854729473590851
Caverns & Caves,Jogging Paths & Tracks,0.48543626070022583
Ferries,Scenic Drives,0.4853702187538147
Historical & Heritage Tours,River Rafting & Tubing,0.48529571294784546
Air Tours,Boat Tours,0.48518431186676025
Cultural Tours,Ghost & Vampire Tours,0.4851481318473816
Off-Road & ATV Trails,Ski & Snow Tours,0.4850577712059021
Biking Trails,Walking Tours,0.48497045040130615
Farmers Markets,Other Ranches & Farms,0.4849085807800293
Room Escape Games,Spas,0.48473477363586426
Gardens,Water Parks,0.48468995094299316
Duck Tours,Movie & TV Tours,0.48462751507759094
Boat Tours,Hiking & Camping Tours,0.48446449637413025
